real_time,count
5.55,3
5.56,5
5.569999999999999,8
5.58,8
5.59,18
5.6,10
5.609999999999999,12
5.62,6
5.63,5
5.64,5
5.6499999999999995,6
5.66,4
5.67,2
5.68,1
5.6899999999999995,0
5.7,1
5.71,2
5.72,1
5.7299999999999995,0
5.74,1
5.75,0
5.76,0
5.77,0
5.78,0
5.79,0
5.8,1
5.81,0
5.82,0
5.83,0
5.84,0
5.85,0
5.859999999999999,0
5.87,0
5.88,0
5.89,0
5.8999999999999995,1
5.91,0
