avg_rss_mem,avg_shared_text_size,avg_stack_size,avg_total_size,avg_unshared_data_size,exit_status,file_system_inputs,file_system_outputs,involuntary_context_switches,major_page_faults,max_rss_mem,minor_page_faults,page_size,percent_cpu_job_got,real_time,signals_delivered,socket_messages_received,socket_messages_sent,swaps,system_time,user_time,voluntary_context_switches
0,0,0,0,0,0,0,0,14,0,2089856,521946,4096,99,5.1,0,0,0,0,1.12,3.98,1
0,0,0,0,0,0,0,0,83,0,2089728,521946,4096,99,5.1,0,0,0,0,1.13,3.96,1
0,0,0,0,0,0,0,0,22,0,2089984,521948,4096,99,5.08,0,0,0,0,1.11,3.96,1
0,0,0,0,0,0,0,0,17,0,2090112,521946,4096,99,5.11,0,0,0,0,1.09,4.01,1
0,0,0,0,0,0,0,0,19,0,2089984,521949,4096,99,5.1,0,0,0,0,1.17,3.93,1
0,0,0,0,0,0,0,0,67,0,2089856,521946,4096,99,5.09,0,0,0,0,1.12,3.96,1
0,0,0,0,0,0,0,0,48,0,2089856,521949,4096,99,5.1,0,0,0,0,1.1,3.99,1
0,0,0,0,0,0,0,0,20,0,2089728,521946,4096,99,5.13,0,0,0,0,1.16,3.97,1
0,0,0,0,0,0,0,0,18,0,2090112,521947,4096,99,5.07,0,0,0,0,1.14,3.92,1
0,0,0,0,0,0,0,0,16,0,2089984,521946,4096,99,5.11,0,0,0,0,1.13,3.98,1
0,0,0,0,0,0,0,0,19,0,2089984,521948,4096,99,5.08,0,0,0,0,1.13,3.94,1
0,0,0,0,0,0,0,0,18,0,2089856,521948,4096,99,5.1,0,0,0,0,1.13,3.97,1
0,0,0,0,0,0,0,0,22,0,2090112,521948,4096,99,5.1,0,0,0,0,1.08,4.01,1
0,0,0,0,0,0,0,0,23,0,2090112,521946,4096,99,5.1,0,0,0,0,1.13,3.96,1
0,0,0,0,0,0,0,0,21,0,2090112,521949,4096,99,5.07,0,0,0,0,1.14,3.93,1
0,0,0,0,0,0,0,0,33,0,2089984,521949,4096,99,5.1,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,18,0,2089984,521948,4096,99,5.04,0,0,0,0,1.06,3.97,1
0,0,0,0,0,0,0,0,19,0,2090112,521948,4096,99,5.1,0,0,0,0,1.15,3.95,1
0,0,0,0,0,0,0,0,18,0,2090112,521945,4096,99,5.11,0,0,0,0,1.13,3.97,1
0,0,0,0,0,0,0,0,12,0,2090112,521946,4096,99,5.09,0,0,0,0,1.17,3.91,1
0,0,0,0,0,0,0,0,16,0,2089984,521948,4096,99,5.09,0,0,0,0,1.16,3.92,1
0,0,0,0,0,0,0,0,19,0,2089984,521947,4096,99,5.11,0,0,0,0,1.11,3.99,1
0,0,0,0,0,0,0,0,28,0,2089856,521947,4096,99,5.15,0,0,0,0,1.17,3.98,1
0,0,0,0,0,0,0,0,19,0,2089856,521947,4096,99,5.18,0,0,0,0,1.17,4.0,1
0,0,0,0,0,0,0,0,22,0,2090112,521947,4096,99,5.11,0,0,0,0,1.13,3.97,1
0,0,0,0,0,0,0,0,11,0,2090112,521947,4096,99,5.08,0,0,0,0,1.19,3.88,1
0,0,0,0,0,0,0,0,45,0,2090112,521946,4096,99,5.09,0,0,0,0,1.1,3.98,1
0,0,0,0,0,0,0,0,16,0,2089856,521945,4096,99,5.12,0,0,0,0,1.13,3.99,1
0,0,0,0,0,0,0,0,22,0,2090112,521948,4096,99,5.1,0,0,0,0,1.13,3.96,1
0,0,0,0,0,0,0,0,23,0,2090112,521948,4096,99,5.11,0,0,0,0,1.21,3.9,1
0,0,0,0,0,0,0,0,26,0,2089856,521948,4096,99,5.11,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,17,0,2090112,521949,4096,99,5.08,0,0,0,0,1.12,3.95,1
0,0,0,0,0,0,0,0,26,0,2089984,521946,4096,99,5.1,0,0,0,0,1.14,3.94,1
0,0,0,0,0,0,0,0,15,0,2089856,521949,4096,99,5.12,0,0,0,0,1.12,3.99,1
0,0,0,0,0,0,0,0,19,0,2089984,521949,4096,99,5.11,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,28,0,2090112,521948,4096,99,5.1,0,0,0,0,1.16,3.93,1
0,0,0,0,0,0,0,0,24,0,2090112,521947,4096,99,5.11,0,0,0,0,1.11,3.99,1
0,0,0,0,0,0,0,0,17,0,2089984,521948,4096,99,5.09,0,0,0,0,1.12,3.96,1
0,0,0,0,0,0,0,0,18,0,2090112,521946,4096,99,5.08,0,0,0,0,1.12,3.95,1
0,0,0,0,0,0,0,0,15,0,2090112,521948,4096,99,5.1,0,0,0,0,1.1,3.99,1
0,0,0,0,0,0,0,0,17,0,2089984,521947,4096,99,5.12,0,0,0,0,1.18,3.93,1
0,0,0,0,0,0,0,0,20,0,2090112,521950,4096,99,5.11,0,0,0,0,1.15,3.95,1
0,0,0,0,0,0,0,0,17,0,2090112,521947,4096,99,5.11,0,0,0,0,1.15,3.95,1
0,0,0,0,0,0,0,0,13,0,2089984,521946,4096,99,5.1,0,0,0,0,1.11,3.98,1
0,0,0,0,0,0,0,0,15,0,2090112,521947,4096,99,5.12,0,0,0,0,1.17,3.94,1
0,0,0,0,0,0,0,0,13,0,2089856,521947,4096,99,5.11,0,0,0,0,1.18,3.92,1
0,0,0,0,0,0,0,0,15,0,2089856,521948,4096,99,5.13,0,0,0,0,1.12,4.0,1
0,0,0,0,0,0,0,0,22,0,2089984,521948,4096,99,5.13,0,0,0,0,1.18,3.94,1
0,0,0,0,0,0,0,0,18,0,2090112,521948,4096,99,5.08,0,0,0,0,1.11,3.96,1
0,0,0,0,0,0,0,0,11,0,2089984,521946,4096,99,5.11,0,0,0,0,1.14,3.97,1
0,0,0,0,0,0,0,0,21,0,2090112,521948,4096,99,5.09,0,0,0,0,1.13,3.95,1
0,0,0,0,0,0,0,0,22,0,2090112,521945,4096,99,5.09,0,0,0,0,1.14,3.94,1
0,0,0,0,0,0,0,0,38,0,2089984,521948,4096,99,5.08,0,0,0,0,1.15,3.92,1
0,0,0,0,0,0,0,0,24,0,2090112,521949,4096,99,5.12,0,0,0,0,1.16,3.95,1
0,0,0,0,0,0,0,0,15,0,2090112,521948,4096,99,5.11,0,0,0,0,1.17,3.93,1
0,0,0,0,0,0,0,0,12,0,2089856,521948,4096,99,5.1,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,14,0,2090112,521946,4096,99,5.1,0,0,0,0,1.15,3.94,1
0,0,0,0,0,0,0,0,26,0,2090112,521948,4096,99,5.1,0,0,0,0,1.15,3.94,1
0,0,0,0,0,0,0,0,20,0,2090112,521948,4096,99,5.14,0,0,0,0,1.18,3.95,1
0,0,0,0,0,0,0,0,20,0,2090112,521948,4096,99,5.09,0,0,0,0,1.15,3.93,1
0,0,0,0,0,0,0,0,16,0,2090112,521946,4096,100,5.1,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,20,0,2089984,521948,4096,99,5.1,0,0,0,0,1.14,3.95,1
0,0,0,0,0,0,0,0,18,0,2089984,521947,4096,99,5.09,0,0,0,0,1.1,3.98,1
0,0,0,0,0,0,0,0,18,0,2090112,521948,4096,99,5.1,0,0,0,0,1.13,3.96,1
0,0,0,0,0,0,0,0,18,0,2090112,521945,4096,99,5.19,0,0,0,0,1.19,3.99,1
0,0,0,0,0,0,0,0,24,0,2089984,521946,4096,99,5.18,0,0,0,0,1.19,3.98,1
0,0,0,0,0,0,0,0,18,0,2089984,521948,4096,99,5.14,0,0,0,0,1.14,3.99,1
0,0,0,0,0,0,0,0,20,0,2089984,521947,4096,99,5.18,0,0,0,0,1.14,4.03,1
0,0,0,0,0,0,0,0,20,0,2089856,521946,4096,99,5.15,0,0,0,0,1.17,3.97,1
0,0,0,0,0,0,0,0,15,0,2090112,521948,4096,99,5.22,0,0,0,0,1.19,4.03,1
0,0,0,0,0,0,0,0,23,0,2089984,521947,4096,99,5.22,0,0,0,0,1.16,4.06,1
0,0,0,0,0,0,0,0,22,0,2090112,521946,4096,99,5.12,0,0,0,0,1.15,3.97,1
0,0,0,0,0,0,0,0,19,0,2089984,521949,4096,99,5.17,0,0,0,0,1.14,4.03,1
0,0,0,0,0,0,0,0,19,0,2089728,521948,4096,99,5.15,0,0,0,0,1.16,3.98,1
0,0,0,0,0,0,0,0,75,0,2089984,521947,4096,99,5.1,0,0,0,0,1.15,3.95,1
0,0,0,0,0,0,0,0,19,0,2089984,521945,4096,99,5.12,0,0,0,0,1.16,3.96,1
0,0,0,0,0,0,0,0,28,0,2089984,521944,4096,99,5.12,0,0,0,0,1.14,3.97,1
0,0,0,0,0,0,0,0,52,0,2089856,521949,4096,99,5.09,0,0,0,0,1.13,3.95,1
0,0,0,0,0,0,0,0,27,0,2089728,521948,4096,99,5.1,0,0,0,0,1.17,3.92,1
0,0,0,0,0,0,0,0,35,0,2089728,521948,4096,99,5.17,0,0,0,0,1.15,4.01,1
0,0,0,0,0,0,0,0,20,0,2090112,521946,4096,99,5.1,0,0,0,0,1.11,3.98,1
0,0,0,0,0,0,0,0,48,0,2089984,521949,4096,99,5.1,0,0,0,0,1.15,3.94,1
0,0,0,0,0,0,0,0,24,0,2089984,521949,4096,99,5.13,0,0,0,0,1.16,3.96,1
0,0,0,0,0,0,0,0,17,0,2089984,521947,4096,99,5.09,0,0,0,0,1.17,3.92,1
0,0,0,0,0,0,0,0,24,0,2090112,521948,4096,99,5.09,0,0,0,0,1.11,3.97,1
0,0,0,0,0,0,0,0,23,0,2090112,521947,4096,99,5.14,0,0,0,0,1.13,4.0,1
0,0,0,0,0,0,0,0,23,0,2089984,521946,4096,99,5.1,0,0,0,0,1.14,3.95,1
0,0,0,0,0,0,0,0,48,0,2090112,521946,4096,99,5.08,0,0,0,0,1.15,3.93,1
0,0,0,0,0,0,0,0,23,0,2089856,521947,4096,99,5.1,0,0,0,0,1.19,3.91,1
0,0,0,0,0,0,0,0,32,0,2089856,521949,4096,99,5.13,0,0,0,0,1.18,3.95,1
0,0,0,0,0,0,0,0,17,0,2090112,521949,4096,99,5.09,0,0,0,0,1.12,3.97,1
0,0,0,0,0,0,0,0,19,0,2090112,521948,4096,99,5.09,0,0,0,0,1.14,3.94,1
0,0,0,0,0,0,0,0,31,0,2089984,521947,4096,99,5.11,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,19,0,2089984,521948,4096,99,5.12,0,0,0,0,1.13,3.98,1
0,0,0,0,0,0,0,0,51,0,2089856,521946,4096,99,5.09,0,0,0,0,1.09,3.99,1
0,0,0,0,0,0,0,0,15,0,2089984,521945,4096,99,5.18,0,0,0,0,1.15,4.03,1
0,0,0,0,0,0,0,0,27,0,2090112,521948,4096,99,5.12,0,0,0,0,1.17,3.94,1
0,0,0,0,0,0,0,0,25,0,2090112,521949,4096,100,5.1,0,0,0,0,1.18,3.92,1
0,0,0,0,0,0,0,0,21,0,2090112,521947,4096,99,5.11,0,0,0,0,1.14,3.96,1
0,0,0,0,0,0,0,0,27,0,2089984,521948,4096,99,5.1,0,0,0,0,1.17,3.93,1
