avg_rss_mem,avg_shared_text_size,avg_stack_size,avg_total_size,avg_unshared_data_size,exit_status,file_system_inputs,file_system_outputs,involuntary_context_switches,major_page_faults,max_rss_mem,minor_page_faults,page_size,percent_cpu_job_got,real_time,signals_delivered,socket_messages_received,socket_messages_sent,swaps,system_time,user_time,voluntary_context_switches
0,0,0,0,0,0,0,0,64,0,3328,365,4096,686,0.94,0,0,0,0,0.07,6.42,16
0,0,0,0,0,0,0,0,33,0,3456,367,4096,695,0.94,0,0,0,0,0.06,6.51,23
0,0,0,0,0,0,0,0,127,0,3456,366,4096,707,0.95,0,0,0,0,0.06,6.65,25
0,0,0,0,0,0,0,0,58,0,3456,366,4096,690,0.96,0,0,0,0,0.07,6.6,31
0,0,0,0,0,0,0,0,149,0,3456,366,4096,703,0.97,0,0,0,0,0.08,6.77,21
0,0,0,0,0,0,0,0,24,0,3456,365,4096,682,0.97,0,0,0,0,0.07,6.57,29
0,0,0,0,0,0,0,0,73,0,3328,367,4096,698,0.95,0,0,0,0,0.08,6.58,31
0,0,0,0,0,0,0,0,74,0,3456,365,4096,706,0.95,0,0,0,0,0.07,6.65,22
0,0,0,0,0,0,0,0,93,0,3328,365,4096,693,0.96,0,0,0,0,0.08,6.57,29
0,0,0,0,0,0,0,0,48,0,3584,367,4096,703,0.95,0,0,0,0,0.08,6.64,21
0,0,0,0,0,0,0,0,73,0,3328,367,4096,688,0.96,0,0,0,0,0.07,6.57,22
0,0,0,0,0,0,0,0,94,0,3456,367,4096,690,0.97,0,0,0,0,0.07,6.63,17
0,0,0,0,0,0,0,0,46,0,3328,366,4096,698,0.98,0,0,0,0,0.08,6.76,19
0,0,0,0,0,0,0,0,96,0,3328,366,4096,703,0.93,0,0,0,0,0.06,6.52,19
0,0,0,0,0,0,0,0,91,0,3328,366,4096,692,0.97,0,0,0,0,0.08,6.66,17
0,0,0,0,0,0,0,0,65,0,3456,366,4096,689,0.97,0,0,0,0,0.09,6.6,24
0,0,0,0,0,0,0,0,101,0,3328,366,4096,695,0.95,0,0,0,0,0.08,6.57,22
0,0,0,0,0,0,0,0,75,0,3456,366,4096,702,0.94,0,0,0,0,0.08,6.56,23
0,0,0,0,0,0,0,0,101,0,3456,364,4096,691,0.99,0,0,0,0,0.08,6.76,37
0,0,0,0,0,0,0,0,86,0,3328,368,4096,690,0.96,0,0,0,0,0.08,6.56,30
0,0,0,0,0,0,0,0,89,0,3328,367,4096,687,0.97,0,0,0,0,0.07,6.62,20
0,0,0,0,0,0,0,0,28,0,3328,365,4096,693,0.96,0,0,0,0,0.07,6.63,15
0,0,0,0,0,0,0,0,77,0,3328,367,4096,698,0.96,0,0,0,0,0.09,6.62,22
0,0,0,0,0,0,0,0,31,0,3328,367,4096,695,0.95,0,0,0,0,0.09,6.57,21
0,0,0,0,0,0,0,0,54,0,3328,366,4096,694,0.98,0,0,0,0,0.08,6.73,18
0,0,0,0,0,0,0,0,78,0,3456,367,4096,694,0.97,0,0,0,0,0.06,6.66,21
0,0,0,0,0,0,0,0,23,0,3328,367,4096,696,0.96,0,0,0,0,0.06,6.63,21
0,0,0,0,0,0,0,0,82,0,3456,365,4096,702,0.94,0,0,0,0,0.08,6.53,21
0,0,0,0,0,0,0,0,50,0,3328,366,4096,691,0.96,0,0,0,0,0.06,6.6,25
0,0,0,0,0,0,0,0,58,0,3584,365,4096,709,0.95,0,0,0,0,0.08,6.68,22
0,0,0,0,0,0,0,0,65,0,3328,365,4096,688,0.97,0,0,0,0,0.08,6.6,23
0,0,0,0,0,0,0,0,94,0,3328,365,4096,693,0.97,0,0,0,0,0.08,6.69,22
0,0,0,0,0,0,0,0,27,0,3456,366,4096,701,0.95,0,0,0,0,0.07,6.61,31
0,0,0,0,0,0,0,0,81,0,3456,366,4096,690,0.96,0,0,0,0,0.09,6.57,21
0,0,0,0,0,0,0,0,67,0,3456,367,4096,707,0.96,0,0,0,0,0.09,6.7,31
0,0,0,0,0,0,0,0,91,0,3328,366,4096,697,1.03,0,0,0,0,0.09,7.1,20
0,0,0,0,0,0,0,0,48,0,3328,366,4096,691,0.96,0,0,0,0,0.08,6.58,18
0,0,0,0,0,0,0,0,84,0,3456,364,4096,698,0.96,0,0,0,0,0.08,6.63,25
0,0,0,0,0,0,0,0,144,0,3328,367,4096,722,0.98,0,0,0,0,0.09,7.01,15
0,0,0,0,0,0,0,0,147,0,3456,365,4096,724,0.98,0,0,0,0,0.07,7.06,24
0,0,0,0,0,0,0,0,112,0,3328,366,4096,693,1.0,0,0,0,0,0.11,6.87,20
0,0,0,0,0,0,0,0,110,0,3200,367,4096,709,0.96,0,0,0,0,0.09,6.74,26
0,0,0,0,0,0,0,0,78,0,3456,366,4096,696,0.95,0,0,0,0,0.08,6.56,20
0,0,0,0,0,0,0,0,71,0,3328,366,4096,696,0.96,0,0,0,0,0.08,6.61,20
0,0,0,0,0,0,0,0,96,0,3456,367,4096,701,0.97,0,0,0,0,0.08,6.73,23
0,0,0,0,0,0,0,0,125,0,3456,366,4096,688,0.97,0,0,0,0,0.08,6.66,18
0,0,0,0,0,0,0,0,121,0,3328,365,4096,696,0.97,0,0,0,0,0.06,6.71,35
0,0,0,0,0,0,0,0,37,0,3456,365,4096,700,0.96,0,0,0,0,0.07,6.65,22
0,0,0,0,0,0,0,0,79,0,3456,364,4096,691,0.96,0,0,0,0,0.09,6.56,16
0,0,0,0,0,0,0,0,98,0,3456,365,4096,704,0.95,0,0,0,0,0.07,6.64,18
0,0,0,0,0,0,0,0,93,0,3456,366,4096,670,1.0,0,0,0,0,0.08,6.63,22
0,0,0,0,0,0,0,0,77,0,3456,366,4096,694,0.97,0,0,0,0,0.06,6.7,22
0,0,0,0,0,0,0,0,78,0,3328,366,4096,701,0.95,0,0,0,0,0.08,6.62,17
0,0,0,0,0,0,0,0,86,0,3328,367,4096,693,0.96,0,0,0,0,0.07,6.61,15
0,0,0,0,0,0,0,0,64,0,3328,367,4096,700,0.98,0,0,0,0,0.09,6.83,24
0,0,0,0,0,0,0,0,86,0,3328,366,4096,701,0.95,0,0,0,0,0.09,6.63,20
0,0,0,0,0,0,0,0,55,0,3328,366,4096,701,0.96,0,0,0,0,0.08,6.66,20
0,0,0,0,0,0,0,0,54,0,3584,365,4096,694,0.97,0,0,0,0,0.09,6.7,17
0,0,0,0,0,0,0,0,104,0,3328,368,4096,688,0.98,0,0,0,0,0.06,6.69,19
0,0,0,0,0,0,0,0,45,0,3456,366,4096,691,0.99,0,0,0,0,0.07,6.81,22
0,0,0,0,0,0,0,0,98,0,3456,367,4096,698,0.96,0,0,0,0,0.1,6.61,24
0,0,0,0,0,0,0,0,175,0,3456,366,4096,680,1.02,0,0,0,0,0.1,6.82,17
0,0,0,0,0,0,0,0,76,0,3328,365,4096,701,1.01,0,0,0,0,0.09,6.98,30
0,0,0,0,0,0,0,0,167,0,3328,365,4096,690,1.03,0,0,0,0,0.08,7.03,22
0,0,0,0,0,0,0,0,41,0,3456,366,4096,695,0.96,0,0,0,0,0.08,6.6,23
0,0,0,0,0,0,0,0,68,0,3200,367,4096,695,0.99,0,0,0,0,0.08,6.82,20
0,0,0,0,0,0,0,0,73,0,3328,366,4096,690,0.98,0,0,0,0,0.07,6.71,23
0,0,0,0,0,0,0,0,169,0,3456,366,4096,711,0.95,0,0,0,0,0.09,6.7,18
0,0,0,0,0,0,0,0,95,0,3456,366,4096,690,0.97,0,0,0,0,0.07,6.65,29
